label,message
n,"так вице-губернатор Краснодарского края Анна Минькова ответила  , — добавила Минькова.  , — шутят местные жители в соцсетях."
n,⚡️ФРС США второй раз подряд повысила базовую процентную ставку на 75 б.п. -  годовых
n,"Миронов: объединение партий «Справедливая Россия — За правду» и КПРФ в исторической перспективе , предложение КПРФ давно сделано"
n," Инцидент произошёл в трамвае в Чертаново. Началось всё с оскорблений, а закончилось ударом по лицу. Пенсионер сохранял спокойствие до самого конца поездки, пока не сообщил нетрезвому мужчине, что служил в разведке. Когда завязалась потасовка, вмешалась пассажирка — девушка сразу нажала кнопку экстренной службы."
n,❗️США отправили в Москву предложение обменять Виктора Бута на баскетболистку Бритни Грайнер и осуждённого за шпионаж Пола Уилана — CNN
n,"Как сообщил Сергей Аксёнов, мэр Феодосии Андрей Лебедев написал заявление «по собственному» после их рабочей встречи.   «», — сообщил глава Крыма Сергей Аксёнов."
n,На данный момент украинцы выигрывают в дополнительное время со счётом 1-2.
n,"Бессмысленный и тусклый свет. Зашёл в подъезд и сделал пакость — Всё будет так. Исхода нет.  Пинок стене, начать сначала И повторится всё, как встарь: Удар по ящику, подстава: На камеру попал «бунтарь»"
n,"Концерт певицы Дарьи Шихановой должен был пройти 27 июля в Москве. Дора внесена в «неофициальный список нежелательных российских артистов».  , — написала Дора в соцсетях."
n,"»  Украинский пограничник угрожал гранатой на границе с Беларусью. Конфликт закончился тем, что мужчину увели сослуживцы."
n,Ким Чен Ын заявил о полной готовности .
n,В районе поселка Утёс в Крыму неуправляемая резиновая моторная лодка . Они живы.
n,".  «Вполне допускаю, что важнейшей задачей осенней сессии Парламента этого года станет интеграция новых территорий в правовое пространство Российской Федерации», — заявил Клишас."
n,Об этом сообщил глава черногорского МИДа Филип Аджич. Данный шаг правительство Черногории объясняет необходимостью соблюдать антироссийские санкции.  В 2021 году российские граждане и компании инвестировали в экономику балканского государства более 129 миллионов евро. Почти 50 миллионов евро было вложено в недвижимость.
n,"Начинай свой день с телефонных разводов.  В Барнауле началась с целью высвобождения оных от денежных накоплений. Звонки с просьбой об экстренной помощи родственнику в ДТП совершаются на городские телефоны, поэтому местные каналы предположили, что возможно был слив данных пенсионеров на уровне соцстраха или пенсионного фонда.   Ранее в Барнауле 62-летний пенсионер по совету телефонного мошенника  (свои и кредитные), в Бийске 62-летняя женщина по совету мошенников (не забыв взять кредит на полтора миллиона).  В Москве же 73-летнюю пенсионерку развели почти  более оригинальным способом, нежели спасением родственника, припугнув Женщине позвонил «старший лейтенант Иван Фролов» и сообщил, что «Резо Кровавый» грабит пенсионерок со сберкнижками, и если подозрительный мужчина позвонит, то женщина должна связаться с «Фроловым». «Резо» действительно вышел на связь через 40 минут, пенсионерка тут же позвонила «лейтенанту», который сообщил, что делом занимается полиция и надо подыграть. Пенсионерка решила, что «полиции» надо помогать в таких делах и отдала 800 тысяч накоплений курьеру.   Вечером «Фролов» отчитался, что удалось поймать только подельников «Резо», а позже «Кровавый» снова позвонил пенсионерке и пригрозил убийством за то, что она сдала его полиции,   Женщина испугалась и побежала в банк снимать свои накопления. В банке её попытались переубедить и даже вызвали полицию, но «Фролов» предупредил её, что приедет «плохая» полиция, поэтому бабушка соврала, что ей нужны деньги на лечение. После того, как она отдала деньги, «Фролов» объявил о поимке легендарного «Резо Кровавого», договорился о встрече для возврата денег и пропал.   Курьера, которому бабуля отдала деньги, реальные полицейские вскоре задержали. Самих же телефонных мошенников ищут. Отмечается, что курьерами обычно работают молодые люди 20-25 лет, получая 10% от суммы. Примет у них особых нет, но после каждой денежной встречи они должны переодеваться, согласно «методичке курьеров». Однако маскировка не сильно спасает и, как правило, курьеры быстро отправляются в места не столь отдалённые, заодно на них вешают и весь ущерб.  В некоторых каналах утверждается, что колл-центры с подобными жуликами находятся внутри России, а не вне, как любят рассказывать по телевизору.   Предупредите своих пожилых родственников."
n,"По словам Алексея Данилова, Киев обладает политической волей принять решение для удара по угрожающим объектам.   «», — заявил Данилов"
n,❗️Минпромторг выступает  запрета вейпов и электронных сигарет в РФ
n,"⚡️В России за сутки выявлено Такой заболеваемости в стране не было  Госпитализирован 1 491 человек, умер 41."
n,"  Минобороны США хочет создать специальный тренировочный лагерь для новобранцев с избыточным весом. Главная причина таких мер — исторический кризис набора в армию США.  В лагере будет 90-дневный курс тренировок, который поможет будущим солдатам сбросить вес."
n,"Анон, в последний день месяца мы проведем розыгрыш мерча: .   Для участия требуется оформить подписку на  Помимо шанса на  ты получишь доступ к конфе с редачами и , а также подарки в виде почты на Дваче, пасскодов и ряда скидок в  Двача.   Розыгрыш проводится ежемесячно."
n,"Более 200 тысяч поляков перечислили деньги в рамках акции. Собрать удалось 22,5 миллиона злотых – это около пяти миллионов долларов США.  Эти деньги пойдут на гуманитарную помощь Украине, а 1,8 млн злотых, которые удалось собрать сверх нужной суммы, будут переданы ВСУ."
n,"МИД РФ: Переговоры по обмену заключенными между РФ и США ведутся, в них должны учитываться интересы обеих сторон,"
n,"  Сеть магазинов ищет нового владельца для 170 магазинов, распределительного центра и запасов одежды на 210 миллионов долларов — их хватит на 30 недель работы.  Однако новых поставок одежды не будет."
n,"Релиз альбома назначен на 29 июля, однако «Renaissance» оказался доступен в сети на сутки раньше. Диск с альбомом ещё до официальной даты выхода выставили на витрины офлайн-магазинов в Европе.   Альбом пока не доступен в стриминг-сервисах, песни с него в высоком качестве уже можно найти в соцсетях. После утечки часть фанатов Бейонсе стала массово призывать не слушать альбом до официального релиза, чтобы поддержать исполнительницу."
n,"Песков заявил, что пока не знает, прошел ли Путин ревакцинацию"
n,"❗️Сенат в США принял резолюцию, призывающую Госдеп"
n,"❗️Православная церковь Украины обратилась к Патриарху Константинопольскому Варфоломею с просьбой  Предстоятели украинской церкви заявили, что«идеология современной РПЦ представляет угрозу не только Украине, но и целому православному миру»:  "
n,"Виновница заявила, что отвлеклась на кормление, а после из-за стресса перепутала педаль газа и тормоза.   На время следствия ей избрана мера пресечения в виде подписки о невыезде."
n, за отказ удалить стрим о событиях в Буче.
n,
n,"Несмотря на оказанное сопротивление, его задержали и доставили в Днепр. Результаты алкотеста показали 1,61 промилле в крови. Ранее мужчина был начальником отдела СБУ в Луганской области."
n,Суд в Москве оштрафовал н за повторный отказ локализовать данные россиян.  Также (владеет мессенджером Snapchat) по той же причине.  Помимо этого суд оштрафовал за отказ локализовать данные пользователей в РФ.
n,"Зеленский в своем ролике по случаю Дня украинской государственности заявил, что Украина является   Представитель МИД Мария Захарова уже ответила президенту Украины: "
n,"«»  В Воронеже трансгендер мочится на могилы, прославляет ЛГБТ и Украину."
n,"  По данным опроса ВЦИОМ, в топ-3 предпочтений россиян входят гулять (87%), готовить еду (73%) и мечтать (70%). Фантазировать предпочитает молодежь до 35 лет (76-79%), а также россияне со средним специальным образованием (75%), готовка же преимущественно нравится женской половине.  Также в список любимых занятий в свободное время вошли кроссворды, турпоходы, танцы и пение. Выпить в хорошей компании любит половина россиян.   Шоппинг, споры, карты и шахматы, охота и рыбалка также попали в топ, но таким времяпровождением интересуется менее половины опрошенных."
n,Российский суд повторно запретил ранее разблокированный браузер Tor.
n,"Воронежского трапа поймали местные журналисты, в ответ начались крики, ругань, угрозы и лозунги «», «я-египтянка», «меня бабушка убьет»."
n,"❗️Верховная Рада Украины приняла законопроект об  предоставляющий им такие же права на трудоустройство и образование, как украинцам"
n,❗️Эстония прекращает выдачу гражданам РФ временного вида на жительство и виз для обучения
n," В селе более 1,5 тысяч жителей, горят 5 домов на 100 квадратных метрах. В срочном порядке эвакуированы дети, идёт эвакуация взрослых.   Пожары в Якутии уже уничтожили более 110 тысяч гектаров леса. В борьбе со стихией задействованы 85 добровольцев и самолёт МЧС БЕ-200.  upd: пожар локализован."
n,В Ростовской области семьи погибших в Украине военных  — ТАСС
n,"  На своём пути многотонная машина снесла мусорную площадку и разбила несколько припаркованных автомобилей, повредила ограничители парковки на трамвайных путях. Как предполагают некоторые из очевидцев, у грузовика могли отказать тормоза. Обошлось без пострадавших."
n,❗️РФ симметрично отреагирует на вступление Финляндии и Швеции в НАТО — Медведев
n,"Воронежский трансгендер успел обратиться к Байдену, Зеленскому, Путину и извиниться."
n,"Очевидцы сообщают, что мужчина, бродя по перекрытиям башни (высотой 192 метра) кричал, что его бросила девушка. На месте работали спасатели, пытаясь образумить страдальца, но он то поднимался, то спускался вниз. Позже приехала его возлюбленная и уговорила прекратить шизить. Теперь мужчине, по сообщениям СМИ, грозит штраф."
n,УЕФА начал  из-за поведения болельщиков турецкого Фенербахче в матче квалификации Лиги чемпионов против киевского Динамо
n," из-за инцидента, который оставил ребёнка 22-летней посетительницы калекой: тигр схватил мальчика у ограждения и откусил ему палец левой руки.  Суд установил, что «подсудимый как директор парка львов ""Тайган"" оказывал услугу по демонстрации диких хищных животных посетителям с установленными отжимными барьерами к вольерам на небезопасном расстоянии, чем ""создал реальную угрозу жизни и здоровью посетителям парка""». С Зубкова взыскана компенсация морального вреда в пользу ребёнка в сумме 616 тысяч рублей и 255 тысяч рублей штрафа. Ему также запрещено занимать руководящие должности."
n,Председатель Следственного комитета РФ Бастрыкин поручил поставить ситуацию на особый контроль.
n,"В Берлине вышла книга с 400 тысячами доменных имён, заблокированных в России  Берлинская арт-школа School of Machines, Making & Make Believe на июньской выставке показала «книгу», которая состоит из перечисления заблокированных в России сайтов по состоянию на 24 мая."
n," украл оттуда инструменты (перфоратор, углорез, два шуруповёрта, электродрель, фрезер и лазерный уровень) и обогатился на 75 тысяч рублей.  Полицейским 32-летний угонщик сообщил, что просто решил проверить, подойдут ли ключи от ВАЗ-2110 другой машине. На такую успешную проверку уральцу потребовалось меньше минуты. Теперь за это он может сесть в тюрьму на 5 лет."
n,"Сотрудники оптового рынка «Москва» обратились в органы из-за странной находки в чёрном пакете, который кто-то оставил в женской уборной — это оказались 50 патронов, которые подходят и под АК-74 (5,45 х 39 мм). Возбуждено уголовное дело по статье о незаконном хранении боеприпасов (222 УК РФ)."
n,"По данным Росстата за 2021 год, травмы и последующий летальный исход во время рабочего процесса чаще всего наблюдаются в: — Магаданской области – 30,25 случая на 100 тысяч работающих людей;  — Тыве – 29,84; — Камчатском крае – 27,3;  Реже в: — Рязанской области – 1,33; — Чечне – 1,78; — Питере – 2,27.  Чаще всего это происходит из-за нарушения техники безопасности, добавляют эксперты-медики:  "
n,"Помните, как власти РФ выделили  на разработку  о Разработчики сначала пропали, а потом выяснилось, что они ушли на  Теперь студия разработчиков называется Сегодня они вышли на связь и показали  — модели персонажей, оружия и концепт-арты. Игру назвали , а действие в ней развернётся Это мы ждём?"
n,"По мнению мужчины, Красная армия, праздник формирования которой отмечается в этот день, возникла из «банд убийц, насильников и грабителей». Данный плакат времён Гражданской войны он приложил к своему посту.  Теперь Янису Асланову грозит статья «распространение выражающих явное неуважение к обществу сведений о днях воинской славы России» (ч.3 ст.354.1 УК)."
n,"Чиновники посчитали целесообразным закрыть на карантин целый район города, где проживает около 1 миллиона человек, после обнаружения четырёх заболевших ковидом. Двух заражённых выявили в рамках регулярного тестирования населения, ещё двое оказались в числе их близких социальных контактов. При этом COVID-19 у всех протекает в самой лёгкой форме, без симптомов.  Карантин объявлен сроком на три дня, начиная с 27 июля. В районе закрыты все кафе, кинотеатры, рынки, отменено движение общественного транспорта."
n,"Тела Маши и Лизы нашли в парке приграничного ПГТ Ровеньки — девочки повесились на ветвях ивы. На месте трагедии был обнаружен блокнот с предсмертной запиской, сообщают СМИ. Девочка просила прощения у мамы и писала, что приняла решение о самоубийстве сама. Вторая школьница ничего не оставила."
n,"В Ростове Великом 46-летний мужчина зарезал своего 37-летнего товарища. Всё произошло в одной из квартир на Первомайской улице: собутыльники сидели в гостях у одного из них и пили. Сначала они беседовали на отстранённые темы, а потом, по словам очевидцев, речь зашла о политической ситуации в мире, в том числе на территории Украины.   — рассказали знакомые мужчин.  Один из них был настолько несогласен с точкой зрения оппонента, что схватил со стола нож и вонзил в грудь друга. На шум драки отреагировала соседка. Она и вызвала полицию. Пострадавший скончался на месте, а спорщику грозит до 15 лет тюрьмы (на фото он)"
n,"С 1 августа Sprite перестанет выпускаться в привычном цвете, так как цветной пластик невозможно полностью переработать для повторного использования. Напиток продавали в фирменных зелёных бутылках с 1961 года. Прозрачные бутылки с новым дизайном уже использовали в ряде стран."
n,в хостеле на Алма-Атинской улице на юге Москвы — МЧС  Три человека пострадали. Возгорание произошло на первом этаже 16-этажного здания.
n,"  Оператор газотранспортной системы Latvijas gaze возобновил закупку российского топлива, но через посредника, сообщил ее глава Айгарс Калвитис. Рассказать, через кого идут поставки газа в Латвию, он отказался. Оплата проходит в евро."
n,"Губернатор Брянской области Александр Богомаз сообщил об обстреле со стороны Украины населенного пункта Сачковичи в Климовском районе.  Очевидцы сообщают, что снаряды разрывались на территории воинской части в селе Климово."
n,"  Замглавы МИД Беларуси Юрий Амбразевич раскритиковал современную концепцию прав человека. Он заявил, что Запад навязывает общие права для всех, и каждая страна вправе трактовать права человека по-своему.  «Человек максимально свободен и легально уполномочен на свой безграничный эгоизм только в момент появления на свет», — заявил Амбразевич."
n,"  «На территории Липецкой области предотвращен террористический акт в местах массового пребывания людей. В результате проведенных мероприятий в селе Горицы Добровского района Липецкой области выявлены и задержаны ранее прибывшие в Российскую Федерацию трое граждан Украины», отмечается в сообщении ведомства.  Задержаны мужчина и две женщины, «входящие в состав диверсионно-разведывательной группы». Мужчина признался, что готовил теракт на автостанции «Сокол» по указанию руководства «Правого сектора», сообщает ФСБ."
n,"❗️В результате обстрела колонии в Еленовке в ДНР 40 пленных украинских военных погибли, 130 пострадали — власти ДНР"
n,"❗️Уровень воды в реке Чита превысил критическое значение, есть угроза подтопления улиц, жители города должны быть готовы к эвакуации – ГУ МЧС"
n,"Молдова запретила Филиппу Киркорову въезд в страну.   В ночь на пятницу артист прилетел в Кишинев рейсовым самолетом из Стамбула. На пограничном контроле в VIP-зале кишиневского аэропорта ему сообщили, что он не может въехать в Молдову, сообщили «Интерфаксу» в пограничной полиции."
n,"В сети завирусился видос о в России  Среди плюсов, в том числе: дешёвый газ, такси, доставка, вода и электричество,  никакой «культуры отмены»,  и экономика, которая При этом к «красивым женщинам» авторы причислили украинскую модель  из клипа  на песню (0:07).  После этого видео всё население США переехало в РФ"
n,"❗️Лавров: мы поддерживаем китайскую политику «одного Китая», когда речь заходит о Тайване"
n,"На зумеров, которые обоссали могилы ветеранов в Воронеже, возбудили уголовку за  Теперь им грозит тюрьмы.  Одного из зумерков поместили в центр временного содержания для несовершеннолетних правонарушителей, второго могут отправить в психиатрический стационар на экспертизу."
n,"  Исходя из данных мониторинга общероссийского народного фронта, рост доходов после использования социального контракта наблюдается в основном у тех, кто заключал его на ведение бизнеса.  У получателей помощи для преодоления сложной жизненной ситуации положительная динамика вовсе отсутствует. Их доходы остались ниже прожиточного минимума."
n,Российскому военнослужащему  изменили приговор с пожизненного заключения на 
n,"Блохерша  подтвердила, что блохер  её  Всё было Слухи об изнасиловании появились в начале июля на фоне развода Юлика и Даши Каплан. Юлик отрицал факт насилия и утверждал, что секс был по обоюдному согласию.  Спасибо за внимание"
n,"Президент Украины Зеленский посетил порт Черноморск, чтобы ознакомиться с подготовкой к отгрузке зерна — офис президента Украины"
n,Разработан план полного восстановления Мариуполя — вице-премьер Хуснуллин
n,"   В бургерную Моргенштерна «Кайф и точка» пришли с проверкой сотрудники МЧС и Роспотребнадзора. Инициатором стала прокуратура Центрального округа Москвы.  В ходе проверки всё же были обнаружены некоторые нарушения. Например, отсутствие маркировок, нарушение правил пожарной безопасности.  «», — рассказала одна из работников ресторана."
n,Пушилин готов посетить Северную Корею и встретиться с Ким Чен Ыном — представительство ДНР в РФ
n,"Грузы, принятые до 31 августа, будут доставлены. А после 1 сентября компания продолжит оказывать услуги по доставке документов и грузов из России за границу. Компания приняла такое решение в связи с «существенными техническими сложностями», а также «законодательными ограничениями».  Отдельно сообщается, что в июне было сокращено почти 80% сотрудников компании в РФ."
n,"сначала Toyota на ровном месте въехала в Audi, а затем врезалась в здание и перевернулась. О состоянии женщины-водителя в вечернем платье информации не поступало."
n,"Полноценно женский Тур де Франс проходит впервые в истории. Раньше предпринимались попытки создать альтернативу мужскому многодневному велозаезду, но особым успехом они не пользовались.   Падение одной из участниц привело к цепной реакции. За считанные секунды десятки спортсменок оказались на асфальте, а их велосипеды сцепились колёсами. Из-за полученных повреждений продолжить гонку удалось не всем."
n," над Каспийским морем, пишут СМИ со ссылкой на источник в авиационных службах"
n,❗️Уровень воды в реках Забайкалья поднимается со скоростью  — местные власти
n,"❗️ Пассажирский Boeing рейса Грозный-Москва . До этого он подал сигнал тревоги над Каспийским морем и совершил резкий разворот.  Самолёт вновь появился на картах Flightradar. Лайнер развернулся и лёг на обратный курс, сообщил СМИ источник в авиационных службах."
n,"Как пояснили очевидцы, многие останавливались у загоревшегося автомобиля и предлагали свои огнетушители, но они не срабатывали.   ― написали в местных соцсетях."
n,"Стало известно, что новосибирские  16-летней Насти Раковой, которую в итоге зарезал её 27-летний молодой человек из Таджикистана. СК возбудил дело по статье «Халатность».  В первый раз мать школьницы обратилась в полицию 2 ноября 2021 года. Она сообщила, что Хушнуд Хамроев угрожает её дочери. Уже 8 числа полиция отказала в возбуждении уголовного дела.  Второе обращение было 9 июня: Хамроев избил девушку. В третий раз мать пришла в ОП «Советский» 18 июня. На этот раз полиции хватило 5 дней, чтобы 23 июня вынести уже согласованный местной прокуратурой отказ.  В итоге 26 июля Хамроев больше 14 раз ударил девушку ножом на глазах у прохожих."
n,"  В Старом Осколе, в парке «Зелёный лог», вчера произошёл конфликт. Подросток задел маленького ребёнка самокатом. После этого родители решили провести воспитательную беседу с подростком на повышенных тонах.   В ответ подросток брызнул из перцового баллончика в лицо отцу. Брызги попали на ребёнка. Мальчика увезли на скорой."
n,"По данным СМИ, он вылетел на операцию по спасению потерпевших аварию парапланеристов в районе курорта Гудаури, но в какой-то момент потерял управление и врезался в скалу. На борту, помимо членов экипажа, находились спасатели и медики — всего 5 человек."
n,"  В турецком городе Мармарис лесной пожар перекинулся на отель. Все гости и сотрудники эвакуированы, к тушению привлечена пожарная авиация.   Власти сообщают, что пожар взят под контроль."
n,"в нескольких десятках километров от Ладожского озера под Питером. Пухлик отдыхает на доске, оказавшейся в воде. Рядом развевается российский флаг.  По данным зоозащитников, животное здорово и не нуждается в помощи специалистов. О нём заботятся и подкармливают местные жители."
n,"Многодетная семья из Санкт-Петербурга направлялась в Краснодарский край. В Тимашевском районе между станицей Роговская и хутором Речная Балка они выехали на встречную полосу, в их автомобиль Ford Focus въехала фура.  В машине находились трое детей (13, 11 и 7 лет) и их дедушка с бабушкой (59 и 54 года). Все скончались на месте."
n,"В Чечне менты задержали  за то, что он  Допрос снимали на видео, которое сами менты и зафорсили.  Также вместе с Ризваном в ночь с 24 на 25 июля за то же самое «нарушение» задержали  Где они все сейчас —  Теперь, по опасению правозащитников, всем, кто был в контактах у задержанных, тоже грозит опасность.  Кроме того, прямо сейчас в приложениях для гей-знакомств чеченские менты завлекают своих нетрадиционных земляков на встречи. Для этого они используют профиль некоего «Эмина».  Я запрещаю вам ебаться в жопу"
n,"Ранее турецкие СМИ сообщали, что президент Турции Тайип Эрдоган заявил, что его российский коллега Владимир Путин изъявил желание наладить сотрудничество с турецким производителем беспилотных летательных аппаратов Bayraktar."
n,"❗️Минюст РФ включил в реестр СМИ-«иноагентов» писателя Дмитрия Быкова, журналистов Евгению Альбац и Дмитрия Алешковского, а также юридическое лицо «Иноагент ААВ» Алексея Венедиктова"
n,  Глава МИД Эстонии Урмас Рейнсалу сообщил о намерении предложить ЕС полностью запретить россиянам посещать страны шенгенской зоны. Это будет обсуждаться в конце августа на встрече глав МИД стран ЕС. Министр призвал другие страны прекратить «шастанье через границу» и не давать визы россиянам.  Ранее Эстония прекратила выдачу учебных виз и вида на жительство гражданам РФ.
n,"В публичном доступе оказалось  которые содержат трек-номер отправления, ФИО отправителя и получателя, телефон получателя, индексы и другие данные об отправлениях.  Также хакеру удалось получить дамп таблицы с данными Не, ну это штраф 60к рублей, не меньше"
n,❗️«Почта России» подтвердила утечку данных пользователей
n," — опрос банка  У 63% россиян есть только два-три друга, и лишь 7% граждан РФ имеют больше десяти близких товарищей, показал совместный опрос банка и страховой компании.  Большинство граждан РФ считают себя дружелюбными — 81% из них уверены, что у них есть необходимые качества для построения длительных и искренних дружеских отношений. Из вышеназванных 19% в полном отсутствии открытости и общительности признались 2% опрошенных. Отмечается, что наивысший показатель дружелюбности зафиксировали на Дальнем Востоке — 86%.  В исследовании приняли участие 1 тысяча мужчин и женщин в возрасте от 18 до 65 лет, проживающие в городах с численностью населения от 100 тысяч человек."
n,"Reuters показывает кадры из Еленовки, где в результате ракетного удара погибли пленные украинские военнослужащие.  Украинская генпрокуратура и власти ДНР заявили, что погибли около 40 человек и 130 получили ранения."
n,"«Тот, кто захотел переждать это время, и оттуда взирает на это все, должен понимать », — Володин"
n,"Сегодня в официальном аккаунте 80-й Народно-освободительной армии Китая появился пост: , а китайский проправительственный журналист предложил сбить самолёт спикера Палаты представителей Нэнси Пелоси.  , — ответила сенатор США Марша Блэкберн.   Во время предполагаемого визита Нэнси Пелоси в Тайвань в Южно-Китайское море выдвинется ударная группа ВМС США во главе с авианосцем «Рональд Рейган».  Китайская армия же активно перебрасывает бронетехнику в Фуцзянь, ближайшую провинцию к Тайваню со стороны материкового Китая. Завтра стартуют внеплановые учения."
